category,question,answer
ampere,can i buy more than one ampere vehicle in my namesame flipkart account,no only one vehicle can be purchased through a flipkart account please note the price displayed on the product page includes subsidy provided by the central government and is linked to your aadhar card and that would mean that this price is applicable only for your first purchase of an electrical vehicle
ampere,what are the accepted address proofs that i can use for my ampere magnus ex registration so that i can ensure that i have the required documents before making the purchase on flipkart,address proof documents that need to be submitted at the regional transport office may vary across states however these are the commonly accepted address proofs aadhar card passport bank passbook  voter id electricity bill lpg connection bill water bill registered rental agreement
bgauss,is the price shown on the product page for a bgauss 2wheeler the final amount,please note the price shown on the product page is the exshowroom price of the vehicle you will also have to pay for registration insurance any other accessories and valueadded services opted as applicable at the brand authorised dealer
bgauss,why is the option to buy a bgauss 2wheeler not available at my pincode,sorry the option to purchase the 2wheeler is available only in select cities rest assured the brand authorised dealers are working on expanding this
bgauss,what is the advantage of buying a bgauss 2wheeler vehicle through flipkart,if you choose to buy 2 wheeler on flipkart then the vehicle will be delivered to you within 15 days by the brand authorised dealers in case you book the vehicle at a showroom it may take up to 90 days for the vehicle to be delivered
bgauss,what is the process after paying the exshowroom price for a bgauss 2wheeler on flipkart,once youve paid the exshowroom price for the 2wheeler on flipkart the authorised dealer will contact you within 48 hours to initiate the process of registration after this you will need to visit the brand authorised dealer to submit the required documents and within the next 710 days the 2wheeler will be handed over to you at the authorised dealers location
bgauss,what are the documents required for the entire process of buying a bgauss 2wheeler on flipkart,the following documents need to be submitted to the brand authorised dealer to complete the purchase of a 2wheeler aadhaar card mobile number linked to the aadhaar card any residence proof driving license
bgauss,can i submit my documents online for a bgauss 2wheeler and not visit the brand authorised dealer,yes you can submit the required documents via email the authorised dealer will assist you in case a hard copy is needed for documentation
bgauss,what will happen if bgauss brand authorised dealer who will contact me is very far from my location,please be assured that the nearest authorised dealer will contact you as part of the purchase of a 2wheeler on flipkart
bgauss,will i get the option to test drive a bgauss 2wheeler how many times will i be allowed to take a test drive in the same order,you can take multiple test rides by visiting the nearest brand authorised dealership
bgauss,how can i track my order for the bgauss 2wheeler after completing my payment on flipkart,tracking your order for a 2wheeler on flipkart is easy and can be done through the my orders section you can also choose to contact the brand authorised dealer to know more about the status of your 2wheeler
bgauss,once i have paid for the registration and the insurance how do i track my order for the bgauss 2wheeler,for bgauss you can track the order status of your 2wheeler by visiting my orders section you can also choose to contact the brand authorised dealer to know more about the status of your 2wheeler
bgauss,what subsidies are being offered by bgauss and how to claim them,for bgauss vehicles the central subsidy is already included and you do not have to apply for it again the authorised dealers will assist you with the state subsidies at the time of the vehicle delivery note all subsidy discounts will be provided to customers if they are firsttime electric scooter buyer
bgauss,is the price for a bgauss 2wheeler inclusive of subsidy,please note the price displayed on the product page includes subsidy provided by the central government and is linked to your aadhaar card and that would mean that this price is applicable only for your first purchase of an electrical vehicle
bgauss,is there any loan facility available for the purchase of a bgauss 2wheeler on flipkart,currently there is only a nocost emi option available on flipkart for the purchase of 2wheeler vehicles
bgauss,can i choose my own insurance partner for a bgauss 2wheeler,you can choose to buy vehicle insurance from the dealer or on your own from a different insurance service provider once youve purchased the insurance please share details with the authorised dealer so that they can initiate the process of registration at the rto
bgauss,is there a battery subscription model for bgauss 2wheelers,no currently there is no battery subscription model offered by bgauss
bgauss,there have been recent reports of batteries catching fire how do i know that bgauss 2wheelers are safe,brand has confirmed that they have followed all safety norms set by arai including ip67 and a smart bms to ensure safety of all vehicles batteries are made with aluminium casing and 21700 cells with very high thermal efficiency this is combined with temperature sensors and induced air cooling which gets activated at 40 degrees
bgauss,what accessories will be part of bgauss 2wheelers do i have to pay separately for accessories,there are no accessories provided with bgauss 2wheelers if you like you can buy them separately
bgauss,what is the warranty being offered by bgauss,bg b8 bg d15i and bg d15 pro come with a warranty of 3 years or 36000 kilometers whichever is completed earlier whereas bg a2 has a warranty of 3 years or 24000 kilometers whichever is completed earlier
bgauss,can i buy more than one bgauss 2wheeler in my namesame flipkart account,no only one vehicle can be purchased through a flipkart account please note the price displayed on the product page includes subsidy provided by the central government and is linked to your aadhaar card and that would mean that this price is applicable only for your first purchase of an electrical vehicle
bgauss,do i need to have a driving license to ride a bgauss 2wheeler,please note a driving license is required to ride bg b8 bg d15i and bg d15 pro whereas a driving license is not required to ride bg a2
bgauss,what charging options are available with bgauss 2wheelers,for a bgauss vehicle a charger is provided with the vehicle and the battery provided is removable you can plug it into a normal 5 amps socket and charge it like you charge your mobile phone
bgauss,how long does the battery last for bgauss 2wheelers,the battery for bg d15i and bg d15 pro will last for 70000 to 80000 kilometers which is 8 to 10 years depending on the individual usage the battery for bg a2 and bg b8 will last for 40000 kilometers depending on usage
bgauss,how quickly does the battery for bgauss 2wheelers charge again,please note the battery for bg a2 will take 1 hour 45 minutes to get 80 charged however it will take 2 hours 15 minutes to get 100 charged battery for bg b8 will take 2 hours to get 80 charged and 3 hours to get 100 chargedbatteries for bg d15i and bg d15 pro will take 4 hours to get 80 charged and 5 hours 30 minutes to get 100 charged
bgauss,do i get a spare tyre with a bgauss 2wheeler,no a spare tyre is not provided with a bgauss electric 2wheeler
bgauss,how much electricity is required to charge the battery of a bgauss vehicle,bg a2 and bg b8 consume 15 units of electricity bg d15i and bg d15 pro consume 35 units of electricity
bgauss,what aftersales services are being provided by flipkart for bgauss 2wheelers,please note there will be no aftersales services provided by flipkart kindly contact the brands customer support for any assistance needed after the purchase of the vehicle you can also check with the brand authorised dealer
bgauss,what aftersales services are being provided by bgauss for 2wheelers,please note the 1st and the 4th services are free of cost any other services may be chargeable for more details kindly get in touch with the brand at 8291939393
bgauss,when and how many times does a bgauss vehicle require servicing,bgauss vehicles must be serviced twice a year
bgauss,what is the average cost of one service for a bgauss 2wheeler,the average cost of service will depend on the condition of the vehicle however for a standard service it may range from rs 300 to rs 350 for more details you can contact the brand at 8291939393 or you can choose to contact the brand authorised dealer
bgauss,in case i want to relocate to a different state do i need to get the bgauss vehicle registered in that state also and will the brand help me with that,in case you relocate to a different state please contact the local regional transport office for assistance with registration change
bgauss,will flipkart deliver the bgauss 2wheeler to my home,for deliveryrelated queries please contact the brand at 8291939393 you can also check with the brand authorised dealer
bgauss,i have bought a bgauss 2wheeler but i want to have a different model what should i do,in case you want to buy a different model than the one you have already purchased you can cancel the existing order and place a new order for the desired model please note the option to cancel the order will not be available after the submission of documents required for processing registration
bgauss,the address while ordering bgauss 2wheeler on flipkart is different from the one on my address proof aadhaar card what should i do now,please cancel the order and place a new order with the correct address for more details you can also contact the brand authorised dealer
bgauss,can i pay for bgauss vehicles registration and insurance on flipkart,currently the option to pay for the registration and insurance is not available on flipkart please note the vehicle registration amount needs to be paid directly to the brand authorised dealer you can choose to buy vehicle insurance from the dealer or on your own from a different insurance service provider
bgauss,will i get any extra discountnocost emi at the bgauss dealership for insurance and vehicle registration charges,please reach out to the brand authorised dealer for any discountrelated information if the service is being purchased from them kindly note the vehicle registration charge is a government tax and is the same for all it does not include any discount or the option to pay through emi
bgauss,is the warranty for bgauss 2wheelers being offered by flipkart,please note the warranty will be provided by bgauss
bgauss,will bgauss crosssellupsell when i visit the brand authorised dealer,please note once youve completed the purchase on flipkart the brand authorised dealer will not market any other products however they may recommend accessories that may be suitable for your vehicle
bgauss,how do i contact bgauss for 2wheeler related queries,you can visit bgausss website or contact them at 8291939393
bgauss,how do you make sure that i dont get unwarranted calls for crosssellupsell from bgaussinsurance partners etc,bgauss may contact you only to recommend accessories in case you receive any unwarranted calls please contact the brand at 8291939393 and they will help you
ather,is the price shown on the product page for an ather 2wheeler the final amount,please note the price shown on the product page is the exshowroom price of the vehicle you will also have to pay for registration insurance any other accessories and value added services opted as applicable at the brand authorised dealer
ather,the option to buy an ather 2wheeler is not available at my pincode,sorry the option to purchase an ather 2wheeler is available only at select cities rest assured the brand authorised dealers are working on expanding this
ather,i have bought an ather 2wheeler but i want to have a different model what should i do,in case you want to buy a different model than the one you have already purchased you can cancel the existing order and place a new order for the desired model please note the option to cancel the order will not be available after the submission of documents required for processing registration
ather,what is the advantage of buying an ather 2wheeler vehicle through flipkart,if you choose to buy an ather 2wheeler on flipkart then the vehicle will be delivered to you within 15 days by the brand authorised dealers in case you book the vehicle at a showroom it may take upto 90 days for the vehicle to be delivered 
ather,what is the process after paying the exshowroom price for an ather 2wheeler on flipkart,once youve paid the exshowroom price for the 2wheeler on flipkart the authorised dealer will contact you within 48 hours to initiate the process of registration after this you will need to visit the brand authorised dealer to submit the required documents and within the next 710 days the 2wheeler will be handed over to you at the authorised dealers location
ather,what are the documents required for the entire process of buying an ather 2wheeler on flipkart,the following documents need to be submitted to the brand authorised dealer to complete the purchase of an ather 2wheeler aadhaar card pan card address proof passport size photo
ather,can i submit my documents online for an ather 2wheeler and not visit the brand authorised dealer,yes you can submit the required documents via email the authorised dealer will assist you in case hard copy is needed for documentation
ather,in which all cities can the purchase of an ather 2wheeler be made,please note ather 2wheelers are available for purchase only in delhi at the moment rest assured brand authorised dealers are working on expanding this to other cities
ather,in which all cities is ather operational,kindly check the brand website to know about the cities that ather is currently operational
ather,how can i track my order for the ather 2wheeler after completing my payment on flipkart,tracking your order for 2wheeler on flipkart is easy and can be done through the my orders section of your flipkart account you can also choose to contact the brands authorised dealer to know more about the status of your 2wheeler
ather,once i have paid for the registration and the insurance how do i track my order for the ather 2wheeler,for ather please visit their website to track the status of your order for the 2wheeler you can also track it from the my orders section of your flipkart accountyou can also contact the brand authorised dealer to know the status of your vehicle
ather,what subsidies are being offered by ather and how to claim them,for ather vehicles the central subsidy is already included and you do not have to apply for it again the authorised dealers will assist you with the state subsidies at the time of the vehicle delivery note all subsidy discounts will be provided to customers if they are first time electric scooter buyer
ather,is the price for an ather 2wheeler inclusive of subsidy,please note the price displayed on the product page includes subsidy provided by the central government and is linked to your aadhar card and that would mean that this price is applicable only for your first purchase of electrical vehicle
ather,is there any loan facility available for the purchase of an ather 2wheeler on flipkart,currently there is only nocost emi option available on flipkart for the purchase of 2wheelers
ather,can i choose my own insurance partner for an ather 2wheeler,you can choose to buy the vehicle insurance from the dealer or on your own from a different insurance service provider once youve purchased the insurance please share details with the authorised dealers so that they can initiate the process of registration at the rto
ather,is there a battery subscription model for ather 2wheelers,no currently there is no battery subscription model offered by ather
ather,what accessories will be part of ather 2wheelers do i have to pay separately for accessories,currently ather provides only tire pressure monitoring system as an accessory the brand also provides helmets in cities where it is regulated by the state government please note accessories have to be purchased separately
ather,can i return my ather 2wheeler in case i receive a damaged vehicle,while ather ensures stringent quality check before the delivery of the vehicle it is recommended that you check the vehicle thoroughly at the dealers location before accepting the delivery in the unlikely event of the vehicle having any issue you can contact the brand at 8882118118 or you can choose to write to them at infoatherenergycom you can also check with the brand authorised dealer for assistance
ather,can i buy more than one ather 2wheeler through the same flipkart account,no only one vehicle can be purchased through a flipkart account please note the price displayed on the product page includes subsidy provided by the central government and is linked to your aadhaar card and that would mean that this price is applicable only for your first purchase of electrical vehicle
ather,do i need to have a driving license to drive an ather 2wheeler,please note a driving license is required to ride ather 2wheelers
ather,what charging options are available with ather 2wheelers is there a separate cost associated with it,for ather vehicles ather dot is ideal for home charging and it comes complimentary with ather scooters if you like you can also choose to buy a portable charger for rs 12500 including gst for more details on charger related queries please refer to the brand website 
ather,how long does the battery last for ather 2wheelers,for more details on the capacity of the battery used please contact the brand at 8882118118 or you can choose to write to them at infoatherenergycom you can also check with the brand authorised dealer
ather,how quickly does the battery for ather 2wheelers charge again,ather dot the home charger can charge your vehicle in 68 hours if the vehicle is lying idle for more details on charger related queries please refer to the brand website
ather,do i get a spare tyre with an ather 2wheeler,no a spare tyre is not provided with ather electric 2wheeler
ather,how much electricity is required to charge the battery of an ather vehicle,ather dot the home charger and the portable charger for ather vehicles consume 3 kwh rs 45kwh of electricity to get completely charged for more details on charging related queries please refer to the brand website
ather,what after sales services are being provided by flipkart for ather 2wheelers,please note there will be no after sales services provided by flipkart kindly contact the brand at 8882118118 or you can choose to write to them at infoatherenergycom for any assistance needed after the purchase of the vehicle you can also check with the brand authorised dealer
ather,what is the warranty being offered by ather,ather offers 3 years warranty on vehicles and battery kindly note the warranty covers a minimum of 80 state of health over the period of 3 years for batteriesfor more details on warranty please contact the brand
ather,when and how many times does an ather vehicle require servicing,ather vehicles must be serviced after completing 5000 kilometers for more details on maintenance and service please refer to the brand website
ather,what is the average cost of one service for an ather 2wheeler,the average cost of service will depend on the condition of the vehicle for more details please contact the brand at 8882118118 or you can choose to write to them at infoatherenergycom you can also contact the brand authorised dealer for assistance
ather,in case i want to relocate to a different state do i need to get the ather vehicle registered in that state also and will the brand help me with that,in case you relocate to a different state please contact the local regional transport office for assistance with registration change
ather,will flipkart deliver the ather 2wheeler at my home,no after the registration process the brand authorised dealer will contact you to handover the vehicle at the dealers location
ather,will ather crosssellup sell when i visit the brand authorised dealer,please note once youve completed the purchase on flipkart the brand authorised dealer will not market any other products however they may recommend accessories that may be suitable for your vehicle
ather,how do you make sure that i dont get unwarranted calls for cross sellupsell from atherinsurance partners etc,ather may contact you only to recommend accessories in case you receive any unwarranted calls please contact the brand and they will help you
ather,the address while ordering ather 2wheeler on flipkart is different from the one on my address proof aadhaar card what should i do now,please cancel the order and place a new order with correct address for more details you can also contact the brand authorised dealer
ather,will i get the option to test drive an ather 2wheeler how many times will i be allowed to take a test drive in the same order,please contact the brand authorised dealer for any test driverelated queries
ather,what after sales services are being provided by ather for 2wheelers,please contact the brand at 8882118118 or you can choose to write to them at infoatherenergycom to get more details on the after sales services provided by them
ather,what will happen if ather brand authorised dealer who will contact me is very far from my location,please be assured that the nearest authorised dealer will contact you as part of the purchase of an ather 2wheeler on flipkart
ather,how do i contact ather for 2wheeler related queries,you can contact ather at 8882118118 or you can choose to write to them at infoatherenergycom
ather,can i pay for ather vehicles registration and insurance on flipkart,currently the option to pay for the registration and insurance is not available on flipkart please note the vehicle registration amount needs to be paid directly to the brand authorised dealer you can choose to buy the vehicle insurance from the dealer or on your own from a different insurance service provider
ather,will i get any extra discountno cost emi at the ather dealership for insurance and vehicle registration charges,please reach out to the brand authorised dealer for any discount related information if the service is being purchased from them kindly note the vehicle registration charge is a government tax and is same for all it does not include any discount or the option to pay through emi
ather,there have been recent reports of batteries catching fire how do i know that ather products are safe,ather electric vehicles go through 120 tests at the battery pack level and 800 tests at a vehicle level the brand assures that the safety standards for the battery and battery management systems are higher than compliance requirements they have also adopted more stringent internal standards to ensure safety and reliability of electric scooters and have thoroughly tested them for 100000 kilometers the batteries are tested extensively across lakhs of kilometers and are designed to prevent initiation and propagation of thermal runaway fire than what ais 156 mandates
ather,is the warranty of ather 2wheelers being offered by flipkart,please note the warranty will be provided by the brand
hero motocorp,is the price shown on the product page for hero motocorp 2wheelers the final amount,please note the price shown on the product page is the tentative onroad price for your location you will also have to pay for registration insurance any other accessories and valueadded services opted as applicable at the brand authorised dealer
hero motocorp,can i pay for a hero motocorp vehicles registration and insurance on flipkart,currently the option to pay for the registration and insurance is not available on flipkart please note the vehicle registration amount needs to be paid directly to the brand authorised dealer you can choose to buy vehicle insurance from the dealer or on your own from a different insurance service provider
hero motocorp,will i get any extra discountnocost emi at hero motocorp dealership for insurance and vehicle registration charges,please reach out to the brand authorised dealer for any discountrelated information if the service is being purchased from them kindly note the vehicle registration charge is a government tax and is the same for all it does not include any discount or the option to pay through emi
hero motocorp,the option to buy a hero motocorp 2wheeler is not available at my pincode what should i do,sorry the option to purchase the 2wheeler is available only in select cities rest assured the brand authorised dealers are working on expanding this
hero motocorp,the delivery time mentioned for a bgauss 2wheeler is too long is there anyway to get the 2wheeler faster,please note the brand authorised dealer will be unable to deliver the vehicle faster due to processing timelines needed by them rest assured the 2wheeler will reach you as per the date provided
hero motocorp,what is the advantage of buying a hero motocorp 2wheeler vehicle through flipkart,if you choose to buy 2 wheeler on flipkart then the vehicle will be delivered to you within 15 days by the brand authorised dealers in case you book the vehicle at a showroom it may take up to 90 days for the vehicle to be delivered
hero motocorp,what is the process after paying the exshowroom price for a hero motocorp 2wheeler on flipkart,once youve paid the exshowroom price for the 2wheeler on flipkart the authorised dealer will contact you within 48 hours to initiate the process of registration after this you will need to visit the brand authorised dealer to submit the required documents and within the next 710 days the 2wheeler will be handed over to you at the authorised dealers location
hero motocorp,what are the documents required for the entire process of buying a hero motocorp 2wheeler on flipkart,the following documents need to be submitted to the brand authorised dealer to complete the purchase of a 2wheeler aadhar card pan card address proof passport size photo
hero motocorp,what will happen if the brand authorised dealer who will contact me is very far from my location,please be assured that the nearest authorised dealer will contact you as part of the purchase of a 2wheeler on flipkart
hero motocorp,will i get the option to test drive a hero motocorp 2wheeler how many times will i be allowed to take a test drive in the same order,you can take multiple test rides by visiting the nearest brand authorised dealership
hero motocorp,how can i track my order for the hero motocorp 2wheeler after completing my payment on flipkart,tracking your order for 2wheeler on flipkart is easy and can be done through the my orders section of your flipkart accountyou can also choose to contact the brand authorised dealer to know more about the status of your 2wheeler
hero motocorp,once i have paid for the registration and the insurance how do i track my order for the hero motocorp 2wheeler,for hero motocorp you can track the order status of your 2wheeler by visiting the my orders section of your flipkart account you can also contact the brand authorised dealer to know the status of your vehicle
hero motocorp,is there any loan facility available for the purchase of a hero motocorp 2wheeler on flipkart,currently there is only a nocost emi option available on flipkart for the purchase of a 2wheeler
hero motocorp,can i choose my own insurance partner for a hero motocorp 2wheeler,you can choose to buy vehicle insurance from the dealer or on your own from a different insurance service provider once youve purchased the insurance please share details with the authorised dealer so that they can initiate the process of registration at the rto
hero motocorp,what is the warranty being offered by hero motocorp,hero motocorp motorcycles come with a warranty of 5 years or 70000 kilometers and scooters come with a warranty of 5 years or 50000 kilometers whichever is completed earlier
hero motocorp,can i buy more than one hero motocorp in my namethrough flipkart account,yes you can buy more than one vehicle from your flipkart account
hero motocorp,do i need to have a driving license to drive hero motocorp 2wheelers,please note that you will need a 2wheeler license to ride hero motocorp
hero motocorp,do i get a spare tyre with a hero motocorp 2wheeler,no a spare tyre is not provided with hero motocorp 2wheelers
hero motocorp,what aftersales services are being provided by flipkart for hero motocorp 2wheelers,please note there will be no aftersales services provided by flipkart kindly contact the brands customer support for any assistance needed after the purchase of the vehicle you can also check with the brand authorised dealer
hero motocorp,in case i want to relocate to a different state do i need to get the hero motocorp vehicle registered in that state also and will the brand help me with that,in case you relocate to a different state please contact the local regional transport office for assistance with registration change
hero motocorp,will flipkart deliver the hero motocorp 2wheeler to my home,no after the registration process the brand authorised dealer will contact you to handover the vehicle at the dealers location
hero motocorp,will hero motocorp crosssellup sell when i visit the brand authorised dealer,please note once youve completed the purchase on flipkart the brand authorised dealer will not market any other products however they may recommend accessories that may be suitable for your vehicle
hero motocorp,the address while ordering the hero motocorp 2wheeler on flipkart is different from the one on my address proof aadhaar card what should i do now,please cancel the order and place a new order with the correct address for more details you can also contact the brand authorised dealer
hero motocorp,what are the accepted address proofs that i can use for registration so that i can ensure that i have the required documents before making the purchase for a hero motocopr 2wheeler on flipkart,regional transport office mein jo documents address proof ke taur pe jama dene hote hain veh state ke anusaar alag alag ho sakte hain haalanki yeh saare documents address proof ke taur pe aksar maange jaate hain aadhar card passport bank passbook  voter id electricity bill lpg connection bill water bill registered rental agreement
flipkart plus,if i cancel or return an item from my order will the supercoins credited be deducted,supercoins calculation happens at the order level you will get to know about the supercoins deducted after youve cancelled or returned an item as it will be recalculated on the basis of the updated order valueto know more about the program click here for more information on supercoins click here
flipkart plus,what is supercoins,supercoins is first of its kind rewards system as part of flipkart plus program that can be used to redeem exciting rewards stay tuned to know moreto know more about the program click herefor more information on supercoins click here
flipkart plus,where can i read more detailed terms and conditions of the flipkart plus program,you can view detailed terms and conditions for flipkart plus program here to know more about terms and conditions of plus coins please click here 
flipkart plus,can i transfer supercoins to different flipkart account,the option to transfer supercoins to a different flipkart account is not available at the momentto know more about the program click here for more information on supercoins click here 
flipkart plus,if i choose supercoins price option will i still be eligible to avail bank offersother offers,nonbank offers an order will be eligible for a nonbank offer if the total order value including supercoins meets the offer value as defined in the terms and conditions bank offers  an order will be eligible for a bank offer if the total order value excluding supercoins meets the offer value as defined in the terms and conditions to know more about the program click herefor more information on supercoins click here
flipkart plus,how will the supercoins earned be calculated if i choose to buy a product using supercoins price,in case you choose to buy a product using supercoins price supercoins earned will be based on the actual amount paid for the product excluding the supercoins to know more about the program click herefor more information on supercoins click here
flipkart plus,how can i redeem supercoins rewards,supercoins rewards can be redeemed as per the guidelines mentioned in the supercoin zone to know more about the program click herefor more information on supercoins click here 
flipkart plus,what are the complete terms and conditions for supercoins rewards,you can refer to the terms of use mentioned in the supercoin zone to know more about the redemption process and the terms and conditions of supercoins rewardsto know more about the program click herefor more information on supercoins click here
flipkart plus,as part of the flipkart plus program how do i claim offers,there are 2 types of offers that are available on the flipkart supercoin zone1 free offers you can redeem benefits for free once you have activated the flipkart plus membership these benefits include free and faster shipping for select products at serviceable pincodes early access to select sales and products and partner offers on food entertainment and travel available in the supercoin zone2 exchange supercoins for offers in addition to all these free benefits you can avail premium offers from third parties in exchange of supercoinsfor more details please visit the supercoin zone sectionto know more about the program click herefor more information on supercoins click here
flipkart plus,on what products will i get the option of supercoins price,the supercoins price option is available on select products sold by select sellers and will be visible on the product page along with the regular price you can also use the filter option to search products with the supercoins price optionto know more about supercoins price please refer to the terms and conditions here
flipkart plus,do i need to be a flipkart plus member to avail the supercoins price,no the supercoins price is available for all our customersto know more about supercoins price please refer to the terms and conditions here
flipkart plus,why has the flipkart plus membership criteria changed from 300 to 200 supercoins,as part of our efforts to bring more customers into the flipkart plus family the supercoins earning needed is reduced to 200 supercoinsto know more about the program click herefor more information on supercoins click here
flipkart plus,will my flipkart plus membership be autorenewed if i have earned 200 supercoins in the previous year,yes in case you have earned 200 supercoins in the previous year your membership will be autorenewed you can check the membership details by visiting the flipkart plus zone on the app or websiteto know more about the program click herefor more information on supercoins click here
flipkart plus,i have earned 200 supercoins already last year but still did not receive any membership notification what do i do,if you havent received the membership notification please check the flipkart plus zone on the app and website in case you do not see the option we would request you to wait for 24 hours and you will surely receive the option to activate your membershipto know more about the program click herefor more information on supercoins click here
flipkart plus,if i cancel or return an item from my order what will happen to my on the way supercoins,once you place an order supercoins earned will be reflected as on the way in case of any cancellation or returns supercoins earnings will be recalculated and applicable supercoins will be moved to credited state after the return period as per the returns policy of all the remaining products in the order is completedplease note youll earn supercoins on the actual order value excluding any instant discounts or cashbackfor more information on supercoins click here
flipkart plus,will i get early access to sale as im a flipkart plus customer,yes you will be able to access select sale events such as big billion days big shopping days etc for select products few hours prior to the sale event which will be communicated to you before the sale as per the applicable terms and conditions to know more about the program click herefor more information on supercoins click here
flipkart plus,what is flipkart plus program,flipkart plus is a customer benefits program that brings you benefits like free shipping for fassured products at serviceable pincodes early access to select sales and select products priority customer support and more to know more about the program click herefor more information on supercoins click here
flipkart plus,how can i be part of flipkart plus program,you can become a flipkart plus member and enjoy the benefits once you earn 200 supercoins within a year through your purchases after this you will receive an invite to the program and you will need to activate the flipkart plus membership within 30 days of receiving it with every order worth rs 100 you gain 2 supercoins each additional purchase in the same order in multiples of rs 100 gives you 2 additional supercoins you can earn upto a maximum of 50 supercoins in a single orderyou can become a flipkart plus member even if these 200 supercoins have been redeemed please note supercoins will be earned on the actual order value excluding any instant discounts or cashback creditedhowever for flight bookings you can earn 4 supercoins for every rs 100 spent and for train bookings you can earn 10 supercoins for every successful transactionto know more about the program click herefor more information on supercoins click here
flipkart plus,can i buy flipkart plus membership,flipkart plus is a membership program without any fee every customer who shops on flipkart gets equal opportunity to join flipkart plus solely based on supercoins earned for every rs 100 spent as part of an order you will get 2 supercoins you can become a flipkart plus member once you earn a total of 200 supercoins even if these supercoins have been redeemedplease note the supercoins will be earned on the actual order value excluding any instant discounts or cashback creditedto know more about the program click herefor more information on supercoins click here
flipkart plus,my flipkart plus membership is expiring soon how can i be a part of the program again,if your membership expires you can become a flipkart plus member again once you earn 200 supercoins within a year by shopping for your favourite products on flipkart you can become a flipkart plus member even if these 200 supercoins have been redeemedplease note the supercoins will be earned on the actual order value excluding any instant discounts or cashback creditedto know more about the program click herefor more information on supercoins click here
flipkart plus,where can i check the expiry related details of my flipkart plus membership,you can view the details of your membership by following these simple stepsfor app log in to your account click on flipkart plus logofor website log in to your account click on my account go to flipkart plus zoneto know more about the program click herefor more information on supercoins click here
flipkart plus,how can i earn more supercoins,a flipkart plus member will earn 4 supercoins with every purchase worth rs 100 do note that maximum of 100 supercoins can be earned per ordera nonflipkart plus member will earn 2 supercoins with every purchase worth rs 100 and can earn maximum of 50 supercoins per orderthe supercoins will be earned on the actual order value excluding any instant discounts or cashback creditedplease note that supercoins cant be earned for the purchase of below mentioned categories1 gift card2 gold coins3 gold bars4 silver coins5 silver bars6 malabar gift voucher precious gift voucher7 flipkart carton box8 flipkart security bag9 flipkart tape10 digital products like antivirus products os installation cds extended warranty etchowever for flight bookings you can earn 4 supercoins for every rs 100 spent and for train booking you can earn 10 supercoins for every successful transactionto know more about the flipkart plus program click herefor more information on supercoins click here
flipkart plus,how many supercoins can i earn in a single order,flipkart plus members can earn 4 supercoins by shopping for rs 100 with a maximum of 100 supercoins per order on flipkartnonflipkart plus members can earn 2 supercoins by shopping for rs 100 with a maximum of 50 supercoins per order on flipkartplease note that the supercoins will be earned on the actual order value excluding any instant discounts or cashback creditedalso for flight bookings you can earn 4 supercoins for every rs 100 spent and for train booking you can earn 10 supercoins for every successful transaction to know more about the flipkart plus program click herefor more information on supercoins click here
flipkart plus,what is the minimum transaction value required to earn supercoins and when will i get supercoins added to my account,the minimum transaction value needed to earn supercoins is rs 100 the supercoins will be reflecting as on the way as soon as you place an order these supercoins will be moved to credited state after the return period as per the returns policy of all the products in the order is completed the date by which the supercoins will move to the credited state will be visible in the coin balance section of your flipkart accountplease note the supercoins will be earned on the actual order value excluding any instant discounts or cashback credited in case of any cancellation or returns supercoins earnings will be recalculatedfor flight bookings you can earn 4 supercoins for every rs 100 spent and for train booking you can earn 10 supercoins for every successful transaction in case of travelhotel bookings the supercoins will be moved to credited state once the booking date has passedkindly note that supercoins cannot be earned on the purchase of gift card gold silver and digital productsto know more about the flipkart plus program click herefor more information on supercoins click here
flipkart plus,how can i check the details of supercoins rewards i have used already,you can check claimed supercoins rewards in the rewards store section under the supercoin zone of your flipkart accountto visit supercoin zone click here
flipkart plus,i am able to see some supercoins rewards but why am i not able to buy them,there are many supercoins rewards that are available at the supercoin zone however please note that these rewards can be availed only as per the terms and conditionsfor more details on supercoins rewards please visit supercoin zone hereto know more about the flipkart plus program click here
flipkart plus,how do i find the offers in supercoin zone,you can find flipkart plus related offers by following these simple steps login to your flipkart account visit my accounts  click on supercoin zone and look for the offers section click on claim offer to avail the offer as per the terms and conditions the supercoins rewards code will be available in the claimed offers section if you wish to use it in future you will also receive an email with the details at your registered email addressto know more about the program click herefor more information on supercoins click here
flipkart plus,where can i check the details of my supercoins,you can see the details of the supercoins reflecting as on the way credited used and expired by following these simple stepsfor app log in to your account click on supercoin icon at the bottom of the screenfor website log in to your account click on my account go to supercoin zoneto know more about the program click herefor more information on supercoins click here
flipkart plus,some of my supercoins are expiring how can i redeem them,you can redeem your supercoins at the supercoin zone to avail thirdparty benefits you can also redeem them for discounts funded by third parties for products on flipkart platform and at thirdparty partner stores based on terms and conditionsto know more about the program click herefor more information on supercoins click here
flipkart plus,what are the benefits that a flipkart plus member gets,flipkart plus is a customer benefits program that brings benefits like1 free delivery  get free delivery on fassured products purchased on flipkart at serviceable pincodes2 earn 2x supercoins  on every purchase earn 2x times more supercoins3 early access to sales  get access to select sale events such as big billion days big shopping days etc for select products a few hours before other customers4 priority customer support  experience shorter response time to reach our customer support teamto know more about flipkart plus program click herefor more information on supercoins click here
